Date,Event Description
1950,"Bertie the Brain, one of the first computer games, is released."
1950,UN forces reclaim Seoul and invade North Korea.
1950,"Alan Turing publishes the Turing test, one of the most influential yet controversial concepts in artificial intelligence research."
1950,Lhamo Dondrub assumes full political powers as the 14th Dalai Lama of Tibet.
1950,victory in the Landing Operation on Hainan Island (March–May) and Wanshan Archipelago Campaign end the Chinese Civil War (May–August).
1951,"Colombo Plan, a regional organisation of 27 countries designed to strengthen economic and social development of member countries in the Asia-Pacific region, commences."
1951,The Treaty of San Francisco ends the Occupation of Japan and formally concludes hostilities between Japan and the US.
1951,Release date of the acclaimed science fiction film The Day the Earth Stood Still.
1951,Winston Churchill becomes Prime Minister of the United Kingdom.
1952,Queen Elizabeth II becomes Monarch of the Commonwealth realms.
1952,Bonn–Paris conventions end allied occupation of West Germany.
1952,The first passenger jet flight route opens between London and Johannesburg.
1952,Establishment of Miss Universe.
1952,Egyptian Revolution under Gamal Abdel Nasser overthrows King Farouk and ends British occupation.
1952,Death of Eva Perón.
1952,"The United States successfully detonates the first hydrogen bomb, codenamed ""Ivy Mike"", at Eniwetok Atoll in the Marshall Islands in the central Pacific Ocean, with a yield of 10.4 megatons."
1952,of the first effective polio vaccine by Jonas Salk.
1952,Mau Mau Uprising begins in Kenya.
1952,Slansky Trial in Czechoslovakia.
1953,Dwight D. Eisenhower is inaugurated as President of the United States.
1953,Death of Stalin.
1953,Discovery of the three-dimensional structure of DNA.
1953,First ascent of Mount Everest.
1953,Coronation of Elizabeth II.
1953,– 17: An East German Uprising leads to the arrest and execution of Lavrentiy Beria; power struggle begins between Georgy Malenkov and Nikita Khrushchev.
1953,End of the Korean War.
1953,Mohammed Mossadeq deposed in Iran.
1953,ABS-CBN first began broadcasting.
1953,Independence of Cambodia.
1953,first color television is produced.
1954,"The song Rock Around the Clock, by Bill Haley and His Comets, brings rock and roll to the American mainstream."
1954,"The Supreme Court of the United States decides Brown v. Board of Education, ordering an end to racial segregation in public schools."
1954,"J. R. R. Tolkien publishes The Fellowship of the Ring, the first volume of The Lord of the Rings."
1954,First Indochina War ends.
1954,First Taiwan Strait Crisis begins.
1954,The Soviet Union generates first electricity by nuclear power.
1954,The Western European Union is established.
1954,Algerian War begins.
1954,Godzilla is released in Japan.
1954,"Miami-based franchisees, David Edgerton and James McLamore, purchase the company ""Insta-Burger King"" and rename it ""Burger King""."
1955,Formation of the Central Treaty Organization.
1955,"The Salk polio vaccine having passed large-scale trials earlier in the United States, receives full approval by the Food and Drug Administration."
1955,Death of Albert Einstein.
1955,– 24: Bandung Conference.
1955,First Taiwan Strait Crisis ends.
1955,Signing of the Warsaw Pact.
1955,First Sudanese Civil War begins.
1955,"winning the power struggle that followed Stalin's death two years earlier, Nikita Khrushchev assumes control of the Soviet Union."
1955,first produced.
1956,Independence of Sudan from Britain.
1956,The United States recognises Moroccos independence from France
1956,Independence of Tunisia from France.
1956,Pakistan becomes a republic.
1956,The first Eurovision is held in Switzerland.
1956,7: Nasser's nationalisation of the Suez Canal triggers the Suez crisis.
1956,The Hungarian Uprising crushed by Soviet troops.
1956,"of Brasília, the new capital of Brazil to replace Rio de Janeiro, begins."
1957,Harold Macmillan becomes Prime Minister of the United Kingdom.
1957,Independence of Ghana from Britain.
1957,Philippine President Ramon Magsaysay and 24 others are killed in a plane crash.
1957,"Treaty of Rome, which would eventually lead to the European Union."
1957,Independence of the Federation of Malaya.
1957,Launch of Sputnik 1 and the beginning of the Space Age.
1957,Laika becomes the first animal launched into Earth orbit.
1957,First flight of the Boeing 707.
1957,prescription of the combined oral contraceptive pill.
1957,"of the Asian flu in China, leading to a worldwide pandemic that lasts until the following year."
1958,Pizza Hut founded.
1958,May 1958 crisis in France.
1958,NASA formed.
1958,1958 Lebanon crisis.
1958,Federal Aviation Administration formed.
1958,Second Taiwan Strait Crisis.
1958,Guinea gains independence from France.
1958,"French Fifth Republic established, with Charles de Gaulle as its first President."
1958,John XXIII becomes Pope.
1958,"Campaign for Nuclear Disarmament (CND) founded. CND's symbol, the peace sign, is first used."
1958,of the  optical disc and the cassette tape.
1958,of the Great Leap Forward in China.
1959,Cuban Revolution ends.
1959,"Admission of Alaska, the 49th state, into the United States."
1959,Mattel's Barbie doll debuts in the United States.
1959,Independence of Cyprus.
1959,– 23: Uprising in Tibet against China leads to the exile of the Dalai Lama.
1959,"Admission of Hawaii, the 50th state, into the United States."
1959,The USSR probe Luna 3 sends back the first ever photos of the far side of the Moon.
1959,"Beginning of the Vietnam War, which lasts until 1975."
1959,population reaches three billion.
1959,Civil War begins.
1959,Chinese Famine begins in China.
1959,documented AIDS cases.
1959,"this time, the GULAG has been effectively disbanded, after over a million recorded deaths."
1960,"First crewed descent to the deepest point on Earth, the Mariana Trench."
1960,"The Sharpeville Massacre, in which the police opened fire against a protesting crowd at a police station in the South African township of Sharpeville in Transvaal, resulting in 69 deaths and 180 injuries."
1960,"Construction of Brasília, Brazil's new capital, finished."
1960,1960 U-2 incident sparks deterioration in relations between superpowers.
1960,The birth control pill becomes commercially available.
1960,Construction of the first laser.
1960,"An earthquake in Valdivia, Chile of magnitude 9.4 to 9.6, the highest ever recorded, causes 1,000 to 6,000 deaths."
1960,Bandaranaike becomes Prime Minister of Ceylon and the first female Prime Minister in the world.
1960,– 25: The first edition of the Summer Paralympic Games is hosted in Rome.
1960,"Inejiro Asanuma, a Japanese socialist politician, is assassinated during a broadcast on TV."
1960,The 1960 United States presidential election marks the first televised debates between presidential candidates.
1960,Free Trade Association formed.
1960,of Africa: Independence of 17 African nations.
1960,"withdraws Soviet cooperation with China, initiating the Sino-Soviet split."
1960,Mau Uprising ends.
1960,Beatles form in Liverpool.
1961,The assassination of Patrice Lumumba begins the Congo Crisis.
1961,John F. Kennedy is inaugurated as President of the United States.
1961,"Yuri Gagarin, flying the Vostok 1 spacecraft as part of the Vostok program, becomes the first human in space."
1961,– 20: Bay of Pigs Invasion by Cuban exiles ends in failure.
1961,"In an address to Congress, John F. Kennedy declares the United States' objective of ""landing a man on the Moon and returning him safely to the Earth"" by the end of the decade. This would be in fact achieved by the Apollo Project, despite several challenges and much doubt."
1961,Construction of the Berlin Wall.
1961,UN Secretary General Dag Hammarskjöld dies in a plane crash.
1961,Great Leap Forward ends in China after the deaths of roughly 20–45 million people.
1961,Portuguese Colonial War begins with the Angolan War of Independence.
1962,The Algerian War ends with the independence of Algeria.
1962,"Walmart founded in Rogers, Arkansas, by Sam Walton."
1962,"A coup ends the Mutawakkilite Kingdom of Yemen, establishing the Yemen Arab Republic and starting the North Yemen Civil War."
1962,The Second Vatican Council is opened by Pope John XXIII.
1962,– 29: The Cuban Missile Crisis nearly causes nuclear war.
1962,"–November: The Sino-Indian War, caused by a border dispute in Aksai Chin, ends with a Chinese victory."
1963,"Premiere of the Astro Boy anime, the first to be broadcast overseas."
1963,Indonesia–Malaysia confrontation begins.
1963,"–April: Birmingham campaign, a key event in the 1954-1968 Civil rights movement"
1963,"The Beatles' first record, ""Please Please Me"", and the beginnings of the British Invasion."
1963,Beginning of the Buddhist crisis in South Vietnam during the Vietnam War.
1963,Bob Dylan releases The Freewheelin' Bob Dylan.
1963,Paul VI becomes Pope.
1963,"Launch of the first geostationary satellite, Syncom 2."
1963,"Martin Luther King Jr. delivers ""I Have a Dream"" speech at the March on Washington for Jobs and Freedom."
1963,"1963 South Vietnamese coup: Arrest and assassination of Ngo Dinh Diem, the South Vietnamese President."
1963,Assassination of John F. Kennedy. Vice President Lyndon B. Johnson assumes office as President of the United States.
1963,– 12: Independence of Kenya and Zanzibar and creation of Malaysia.
1964,Zanzibar Revolution overthrows Afro Shiraz ruling class; Zanzibar merges with Tanganyika to form Tanzania.
1964,1: A coup d'état establishes a military dictatorship in Brazil.
1964,The Great Alaska Earthquake has a magnitude of 9.2 and lasted almost three minutes resulting in the death of approximately 131 people.
1964,Colombian armed conflict begins.
1964,Civil Rights Act abolishes segregation in the USA.
1964,Rhodesian Bush War begins.
1964,Independence of Malawi.
1964,The Gulf of Tonkin incident led to the escalation of U.S. military involvement in the Vietnam War.
1964,Independence of Malta.
1964,Leonid Brezhnev ousts Khrushchev and assumes power in the Soviet Union.
1964,China detonates its first nuclear weapon.
1964,NASA launches the Mariner 4 space probe from Cape Kennedy toward Mars to take television pictures of that planet in July 1965.
1965,Death of Winston Churchill.
1965,Assassination of Malcolm X.
1965,"The Voting Rights Act of 1965, inspired by the Selma to Montgomery marches."
1965,Dominican Civil War: Forces loyal to former president Juan Bosch overthrow current leader Donald Reid Cabral.
1965,"Establishment of Rede Globo, now the largest TV network in Brazil and Latin America and the second-largest in the world after ABC."
1965,Israeli spy Eli Cohen is hanged in Damascus.
1965,Singapore gains independence.
1965,Bob Dylan releases Highway 61 Revisited.
1965,Second Indo-Pakistani War.
1965,30 September Movement in the Indonesia.
1965,– 25: Congo Crisis ends; Joseph Mobutu becomes dictator of the Congo.
1965,Second Vatican Council is closed by Pope Paul VI.
1965,Ferdinand Marcos becomes President of the Philippines.
1965,"of the anti-Communist purge in Indonesia, which killed up to 500,000 people."
1966,"The Beach Boys release Pet Sounds.
China's Cultural Revolution begins."
1966,Beach Boys release Pet Sounds.
1966,'s Cultural Revolution begins.
1966,The Indonesia–Malaysia confrontation ends.
1966,Independence of Botswana.
1966,Independence of Lesotho.
1966,"The Aberfan disaster, the catastrophic collapse of a colliery spoil tip (pile of waste coal mining material) in Aberfan, Wales results in 144 deaths."
1966,Independence of Barbados.
1966,Death of Walt Disney.
1966,"Weizenbaum, a German computer scientist at MIT, completes ELIZA, the first chatbot."
1966,Beach Boys release Pet Sounds.
1966,'s Cultural Revolution begins.
1967,Greek military coup establishes a military dictatorship led by Georgios Papadopoulos. The dictatorship ends in 1974.
1967,"– 10: The Six-Day War, a conflict between Israel and Arab states that resulted in Israel occupying the Gaza Strip, the Sinal Peninsula, the West Bank and the Golan Heights."
1967,Attempted secession of the Republic of Biafra from Nigeria triggers the Nigerian Civil War.
1967,"Death of John Coltrane,  American jazz saxophonist, clarinettist and composer."
1967,Association of Southeast Asian Nations (ASEAN) founded.
1967,The Beatles release their landmark album Sgt. Pepper's Lonely Hearts Club Band.
1967,The March on the Pentagon becomes a major event in public opposition to the Vietnam War
1967,"Australian Prime Minister Harold Holt disappears while swimming at Cheviot Beach, Victoria."
1967,high-speed rail introduced in Tokyo.
1967,"Summer of Love, in which as many as 100,000 people, mostly young people sporting hippie fashions of dress and behavior, converged in San Francisco's neighborhood of Haight-Ashbury."
1968,"Protests erupt in the United States, Europe and Latin America."
1968,Prague Spring in Czechoslovakia crushed by the Eastern Bloc military intervention.
1968,The Tet Offensive occurs in South Vietnam.
1968,"My Lai massacre, a mass murder and rape of unarmed South Vietnamese civilians by U.S. troops in the Vietnam War."
1968,Battle of Karameh in Jordan (part of the War of Attrition between Israel and Arab states).
1968,Assassination of Martin Luther King Jr.
1968,Assassination of Robert F. Kennedy
1968,"1968 Democratic National Convention protests (""The whole world is watching"")"
1968,Swaziland gains independence from Great Britain
1968,5 travels to the Moon with the first lifeforms to reach Earth's satellite
1968,"8 orbits the Moon with three NASA astronauts, becoming the first human spaceflight mission to enter the gravitational influence of another celestial body."
1968,new strain of a flu in Hong Kong spreads again.
1968,Troubles begin in Northern Ireland.
1968,"Years of Lead, a period of social turmoil, political violence, and upheaval in Italy, begin."
1968,insurgency in South Lebanon begins.
1969,"Samsung Electronics founded in Suwon, South Korea."
1969,Richard Nixon is inaugurated as President of the United States.
1969,"Concorde 001 flies from the first time, from Toulouse, piloted by André Turcat."
1969,Sino-Soviet border conflict.
1969,Charles de Gaulle resigns as President of France after a referendum on political reform is voted down.
1969,3: The Stonewall riots in New York City instigate the gay rights movement.
1969,"Apollo 11 Moon landing, in which Neil Armstrong and Buzz Aldrin become the first two humans on the Moon."
1969,"– 9: The Manson Family MurdersCharles Manson's orders, his followers, the ""Manson Family"" cult, enter the home of Hollywood actress Sharon Tate and murder her and four others."
1969,"The Woodstock festival in Bethel, New York, attracts an audience of more than 400,000."
1969,Muammar Gaddafi overthrows King Idris of Libya in a Coup d'état and establishes the Libyan Arab Republic.
1969,"Creation of Advanced Research Projects Agency Network (ARPANET), the earliest incarnation of the Internet."
1969,Sesame Street premieres its debut episode.
1970,The Nigerian Civil War ends with the reintegration of the Republic of Biafra with Nigeria after ~3 million deaths.
1970,Maiden flight of the Boeing 747.
1970,17: First Quarter Storm civil unrest in the Philippines.
1970,The Chicago Seven are found not guilty of conspiring to incite riots at the 1968 Democratic National Convention.
1970,Ratification of the Treaty on the Non-Proliferation of Nuclear Weapons.
1970,U.S. President Richard M. Nixon signs Public Health Cigarette Smoking Act.
1970,Break-up of the Beatles.
1970,"Apollo 13 (Jim Lovell, Fred Haise, Jack Swigert) is launched toward the Moon."
1970,"Thor Heyerdahl's papyrus boat Ra II arrived in Barbados, bringing an end to its 3,200 mi (5,100 km) journey across the Atlantic Ocean."
1970,"Black September in Jordan begins, lasting until mid-1971."
1970,"FLQ seizes hostages, causing Prime Minister Pierre Elliot Trudeau of Canada to issue the War Measures Act."
1970,The Public Broadcasting Service (PBS) began broadcasting as a successor to National Educational Television (NET) in the United States.
1970,Anwar Sadat becomes President of Egypt.
1970,"– 13: The Bhola Cyclone kills 500,000 people in East Pakistan."
1970,North Yemen Civil War ends.
1970,– 19: 1970 Polish protests.
1970,Establishment of Airbus.
1970,"adopted globally, massively boosting global trade."
1971,Idi Amin seizes power in Uganda.
1971,"Bangladesh Liberation War and Bangladesh genocide occur, independence of Bangladesh from Pakistan precipitates Third Indo-Pakistani War."
1971,National Public Radio (NPR) airs its first broadcast.
1971,"The Twenty-sixth Amendment to the United States Constitution, formally certified by President Richard Nixon, lowers the voting age from 21 to 18."
1971,Black September in Jordan ends.
1971,– 10: Internment begins in Northern Ireland.
1971,Joseph Mobutu renames The Republic of the Congo Zaire.
1971,"Intel releases the world's first microprocessor, the Intel 4004."
1971,Third Indo-Pakistani War.
1971,shock removes gold back-up for the US Dollar triggering export of inflation from rich to poor nations.
1971,officially ends.
1971,founded.
1972,Sheikh Mujibur Rahman returns to Bangladesh from imprisonment in Pakistan.
1972,Northern Ireland's Bloody Sunday.
1972,– 28: U.S. President Richard M. Nixon makes an unprecedented 8-day visit to the People's Republic of China and meets with Mao Zedong.
1972,The First Sudanese Civil War ends.
1972,"The airplane serving Sabena Flight 571 from Brussels to Lod, Tel Aviv is hijacked by four members of the Black September Organization, a Palestinian terrorist group, resulting in 3 deaths and 3 injuries."
1972,"Richard Nixon and Leonid Brezhnev sign the SALT I treaty in Moscow, as well as the Anti-Ballistic Missile Treaty and other agreements."
1972,Lod Airport massacre.
1972,"– 6: The Munich massacre, perpetrated by the Black September terrorist organization and aimed at the Israeli Olympic team, results in 17 total deaths."
1972,"The arcade game Pong, the first commercially successful video game, is released."
1972,"of A Computer Animated Hand, one of the first ever computer animations."
1973,"Denmark, Ireland and the United Kingdom joins the European Communities."
1973,The Supreme Court of the United States decides Roe v. Wade.
1973,Pink Floyd's album The Dark Side of the Moon is released in the UK.
1973,Construction of the Sears Tower (later renamed to Willis Tower) completed.
1973,"The first space station, Skylab, is launched."
1973,1973 Chilean coup d'état.
1973,1973 oil crisis.
1973,– 25: Yom Kippur War.
1973,Pioneer 10 sends back the first close-up images of Jupiter.
1973,1973–1975 recession begins.
1974,"First close-up images of Mercury by Mariner 10.
The Terracotta Army of Qin Shi Huang is discovered at Xi'an, China."
1974,close-up images of Mercury by Mariner 10.
1974,"Terracotta Army of Qin Shi Huang is discovered at Xi'an, China."
1974,Carnation Revolution in Portugal begins transition to democracy.
1974,The Turkish invasion of Cyprus leads to the creation of the Northern Cyprus.
1974,"– 9: Watergate scandal: Resignation of Richard Nixon; Vice President Gerald Ford assumes office as President of the United States, the first person not elected as either President or Vice President to take the role."
1974,Emperor Haile Selassie I of Ethiopia is overthrown in a military coup. Beginning of the Ethiopian Civil War.
1974,"Discovery of ""Lucy"" (Australopithecus afarensis) in Tanzania's  Olduvai Gorge."
1974,War begins in Argentina.
1974,population reaches four billion.
1974,close-up images of Mercury by Mariner 10.
1974,"Terracotta Army of Qin Shi Huang is discovered at Xi'an, China."
1975,"Altair 8800, the first commercially successful personal computer, is released."
1975,"Microsoft founded in Albuquerque, New Mexico, by Bill Gates and Paul Allen."
1975,Bus massacre in Lebanon triggers the Lebanese Civil War which lasts until 1990
1975,The Cambodian Civil War ends with victory for the Khmer Rouge. Cambodian genocide begins.
1975,The Fall of Saigon ends the Vietnam War.
1975,"Prime Minister Indira Gandhi declares a state of emergency in India, suspending civil liberties and elections."
1975,"The Helsinki Accords, which officially recognize Europe's national borders and respect for human rights, are signed in Finland."
1975,Angola declares independence from Portugal and Angolan Civil War erupts.
1975,Death of Francisco Franco.
1975,Juan Carlos I becomes King of Spain.
1975,Indonesian invasion of East Timor begins.
1975,Killing Fields murders begin.
1976,1976 Argentine coup d'état leads to a military dictatorship in Argentina.
1976,"Steve Wozniak invents the Apple I and Steve Jobs then convinces Wozniak to sell the system, giving birth to Apple Computer."
1976,"– 18: Around 20,000 students took part in the Soweto uprising during Apartheid in South Africa."
1976,"Operation Entebbe, a successful counter-terrorist hostage-rescue mission carried out by commandos of the Israel Defense Forces (IDF) at Entebbe Airport in Uganda."
1976,"Death of Mao Zedong.
Release of VHS (Video Home System) in Japan."
1976,of Mao Zedong.
1976,of VHS (Video Home System) in Japan.
1976,End of Cultural Revolution.
1976,"Committee, a U.S. Senate select committee that investigated abuses by the CIA, NSA, FBI and Internal Revenue Service (IRS)."
1976,outbreak of the Ebola virus in Zaire.
1976,of Mao Zedong.
1976,of VHS (Video Home System) in Japan.
1977,Jimmy Carter is inaugurated as President of the United States.
1977,Queen Alia of Jordan is killed in helicopter crash.
1977,"The Tenerife disaster in the Canary Islands, with 583 fatalities, marks the deadliest accident in aviation history."
1977,Shaba I conflict involves Safari Club.
1977,Star Wars is released and quickly becomes the highest-grossing film of all-time.
1977,Djibouti gains independence from France.
1977,Somalia declares war on Ethiopia setting off the Ethio-Somali War.
1977,Voyager 2 launched by NASA.
1977,Voyager 1 launched by NASA.
1977,German Autumn: Red Army Faction abduction of Hanns Martin Schleyer.
1977,Suicide of members of Baader-Meinhoff Group and murder of Hanns Martin Schleyer ends crisis in West Germany.
1977,The last wild case of smallpox is eradicated by the WHO.
1977,Egyptian President Anwar Sadat becomes the first Arab leader to visit Israel in the hopes of establishing peace between the two countries.
1977,of the first mass-produced personal computers.
1978,"– 7: The Northeastern United States blizzard of 1978 hits the New England region and the New York metropolitan area, killing about 100, and causing over US$520 million in damage."
1978,1978 South Lebanon conflict.
1978,The War in Afghanistan begins with the Saur Revolution.
1978,"Garfield's first comic strip, originally published locally as Jon in 1976, goes into nationwide syndication."
1978,Discovery of Pluto's moon Charon.
1978,Louise Brown is the first child successfully born after her mother received in vitro fertilisation treatment.
1978,John Paul I becomes pope.
1978,The Camp David Accords are signed between Israel and Egypt.
1978,"John Paul I dies, his papacy being one of the shortest in history."
1978,Independence of Tuvalu from Britain.
1978,The Uganda–Tanzania War begins.
1978,John Paul II becomes pope.
1978,"Jim Jones's New religious movement, the Peoples Temple, ends in the organized mass killing and suicide of 920 people in Jonestown."
1978,San Francisco Mayor George Moscone and City Supervisor Harvey Milk are assassinated by former Supervisor Dan White.
1978,Deng Xiaoping commences the Chinese economic reform.
1978,The Cambodian-Vietnamese War begins.
1978,"The current Constitution of Spain comes into effect, which for some marks the completion of the Spanish transition to democracy."
1978,of the Nicaraguan Revolution.
1978,of artificial insulin.
1979,The Vietnamese invasion of Kampuchea ends Cambodia's Khmer Rouge regime.
1979,Sino-Vietnamese War.
1979,The Iranian Revolution ends. Shah Reza Pahlavi is overthrown and forced into exile.
1979,Central Treaty Organization dissolves.
1979,"The Three Mile Island nuclear accident, a partial meltdown of reactor number 2 of Three Mile Island Nuclear Generating Station (TMI-2) in Dauphin County, Pennsylvania, near Harrisburg, and subsequent radiation leak."
1979,Margaret Thatcher becomes the first female Prime Minister of the United Kingdom.
1979,"Arrival of Pope John Paul II in Poland, eventually sparking the Solidarity movement."
1979,The Uganda–Tanzania War ends with defeat for Uganda and the exile of Idi Amin.
1979,Death of John Wayne.
1979,Beginning of the Salvadoran Civil War.
1979,"Assassination of Park Chung Hee, President of South Korea."
1979,The Iran hostage crisis begins.
1979,Insurgensts seize the Grand Mosque in Mecca.
1979,The Rhodesian Bush War ends.
1979,The Soviet–Afghan War begins.
1979,of China's one-child policy.
1979,1.7 million people known to have been murdered in the Killing Fields.
1979,Contra War phase of the Nicaraguan Revolution begins.
1979,79 oil crisis becomes the second one since 1973.
1980,"Independence of Rhodesia, which becomes Zimbabwe."
1980,WHO announces the eradication of smallpox.
1980,"1980 eruption of Mount St. Helens in Skamania County, state of Washington, leaves approximately 57 deaths and $1 billion of property damage."
1980,"Release of Pac-Man, the best-selling arcade game."
1980,Launch of Cable News Network (CNN).
1980,"Adoption of ""O Canada"" as the national anthem of Canada."
1980,Independence of Vanuatu.
1980,"Solidarity union forms at Poland's Gdańsk Shipyard under Lech Wałęsa, and begins agitation for greater personal freedoms."
1980,Beginning of the Iran–Iraq War.
1980,Voyager 1 takes the first close-up pictures of Saturn.
1980,Murder of John Lennon.
1980,conflict in Peru begins.
1980,Bush War begins.
1980,War continues.
1980,of the Rubik's Cube.
1981,Greece joins the European Communities.
1981,"Ronald Reagan is inaugurated as President of the United States.
Iran releases the 52 U.S. hostages held in Tehran after 444 days."
1981,Reagan is inaugurated as President of the United States.
1981,releases the 52 U.S. hostages held in Tehran after 444 days.
1981,Assassination attempt on U.S. president Ronald Reagan.
1981,First orbital flight of the Space Shuttle.
1981,Pope John Paul II assassination attempt.
1981,"The AIDS epidemic officially begins in the United States, having originated in Africa; making this to be an ongoing pandemic."
1981,"Operation Opera, a surprise airstrike conducted by the Israeli Air Force on an unfinished Iraqi nuclear reactor near Baghdad."
1981,Launch of MTV.
1981,IBM Personal Computer released.
1981,Assassination of Anwar Sadat.
1981,Martial law in Poland begins.
1981,Reagan is inaugurated as President of the United States.
1981,releases the 52 U.S. hostages held in Tehran after 444 days.
1982,"– 28: The Hama massacre in Syria, a conflict between Syria and the Muslim Brotherhood, results in a decisive Syrian victory and about 10,000 deaths."
1982,Israel withdraws from Sinai Peninsula.
1982,Falklands War.
1982,First Israeli invasion of Lebanon begins.
1982,the Sabra and Shatila massacre of thousands of Palestinians during the Lebanese Civil War.
1982,"Sony releases the world's first commercially sold CD player, the Sony CDP-101."
1982,– 15: Death of Leonid Brezhnev; Yuri Andropov becomes General Secretary of the Communist Party of the Soviet Union.
1982,"Michael Jackson releases his landmark album Thriller, the best-selling album of all time."
1982,The first execution by lethal injection takes place in Texas.
1983,Independence of Brunei.
1983,"Ronald Reagan announces the Strategic Defense Initiative, a proposed missile defense system to protect the United States from attack by ballistic nuclear missiles."
1983,The Bombing of U.S. Embassy in Beirut results in 63 deaths.
1983,Second Sudanese Civil War begins.
1983,Nintendo releases Mario Bros.
1983,Sri Lankan Civil War begins.
1983,"Korean Air Lines Flight 007, a scheduled flight from New York City to Seoul via Anchorage, Alaska, is shot down by a Soviet Su-15 interceptor, resulting in 269 fatalities and no survivors. This leads to the declassification of GPS development."
1983,"Vanessa Lynn Williams becomes the first African-American to be crowned Miss America, in Atlantic City, New Jersey."
1983,"The Beirut barracks bombing results in the deaths of 307 people, hastening the removal of international peacekeeping forces in Lebanon."
1983,– 29: Invasion of Grenada by the United States.
1983,End of dictatorship in Argentina.
1984,"– 10: Indian Armed Forces launch Operation Blue Star against Sikh separatists in Punjab, India, leading to thousands of civilian deaths."
1984,"Assassination of Indira Gandhi, Indian Prime Minister."
1984,Bhopal disaster.
1984,Sino-British Joint Declaration agrees to hand Hong Kong back to China by 1997.
1984,"Moses, the covert evacuation of Ethiopian Jews from Sudan during a civil war that caused a famine."
1984,"human immunodeficiency virus (HIV) is recognized as the cause of HIV/AIDS, and research on zidovudine and other treatments gets underway."
1984,of the 1983–1985 famine in Ethiopia and the 1984–85 UK miners' strike.
1985,Mikhail Gorbachev becomes General Secretary of the Communist Party of the Soviet Union.
1985,End of military leadership in Brazil.
1985,End of 1982 Lebanon War.
1985,Live Aid.
1985,"Beginning of the Iran–Contra affair, a political scandal in the United States that occurred during the second term of the Reagan Administration involving the sale of arms to the Khomeini government of the Islamic Republic of Iran."
1985,"73 years after its infamous disaster, the wreck of the Titanic is found off the coast of Newfoundland by a joint French–American expedition led by Jean-Louis Michel of IFREMER and Robert Ballard of the Woods Hole Oceanographic Institution."
1985,"An earthquake in Mexico City, magnitude 8.0, kills from 5,000 to 45,000 people."
1985,"Release date of the Macintosh 128K, the first successful mass-market personal computer to feature a graphical user interface, built-in screen, and mouse."
1985,"The Armero tragedy, in which 20,000 people die following the eruption of the Nevado del Ruiz stratovolcano in Tolima, Colombia."
1985,"Windows 1.0, the first Microsoft Windows operating system, released."
1985,use of DNA fingerprinting.
1986,Portugal and Spain joins the European Communities.
1986,– 24: South Yemen Civil War.
1986,First close-up images of the planet Uranus
1986,"The Space Shuttle Challenger breaks apart 73 seconds into its flight, killing all seven crew members aboard."
1986,– 25: The People Power Revolution leads to the end of the dictatorship of Ferdinand Marcos in the Philippines.
1986,"Assassination of Olof Palme, Prime Minister of Sweden."
1986,Return of Halley's Comet.
1986,U.S. planes bomb Libya in Operation El Dorado Canyon.
1986,The Chernobyl disaster in Ukraine kills about 100 people.
1986,12: A breakthrough in nuclear arms control at the Reykjavík Summit.
1986,"Samora Machel, the first President of Mozambique, dies in a plane crash."
1986,The Iran–Contra affair publicly announced.
1987,"– 29: The June Democratic Struggle, a nationwide pro-democracy movement in South Korea, leads to democratic reforms and an end to authoritarian rule."
1987,"The Battle of Cuito Cuanavale, Angola begins and further intensifies the South African Border War."
1987,"A radioactive contamination accident in Goiânia, Brazil, leaves 249 people contaminated, four of which die."
1987,"Huawei founded in Shenzhen, China by Ren Zhengfei."
1987,Stock market crash of 1987.
1987,The antidepressant drug fluoxetine (marketed as Prozac) becomes commercially available.
1987,"The First Intifada between Israel and Palestine begins.
The Intermediate-Range Nuclear Forces Treaty is signed in Washington, D.C., by U.S. President Ronald Reagan and Soviet leader Mikhail Gorbachev."
1987,First Intifada between Israel and Palestine begins.
1987,"Intermediate-Range Nuclear Forces Treaty is signed in Washington, D.C., by U.S. President Ronald Reagan and Soviet leader Mikhail Gorbachev."
1987,"The passenger ferry MV Doña Paz sinks after colliding with the oil tanker MT Vector 1 in the Tablas Strait in the Philippines, killing an estimated 4,000 people (history's worst peacetime maritime disaster)."
1987,population reaches five billion.
1987,First Intifada between Israel and Palestine begins.
1987,"Intermediate-Range Nuclear Forces Treaty is signed in Washington, D.C., by U.S. President Ronald Reagan and Soviet leader Mikhail Gorbachev."
1988,"Beginning of the perestroika (""restructuring""), a political movement for reformation within the Communist Party of the Soviet Union during the 1980s associated with Gorbachev and his glasnost (""openness"") policy reform."
1988,Lee Teng-hui takes control of Taiwan and oversee end of martial law and full democratization of island.
1988,"The Halabja chemical attack is carried out by Iraqi government forces, killing thousands."
1988,"The Piper Alpha oil rig in the North Sea catches fire and explodes, killing 165."
1988,End of the Iran–Iraq War.
1988,Chile's Augusto Pinochet loses a national plebiscite on his rule.
1988,"Morris worm, first computer virus distributed through the Internet."
1988,Israeli–Palestinian conflict; beginning with the independent State of Palestine being proclaimed from Algiers.
1988,Benazir Bhutto elected Prime Minister of Pakistan months after restoration of civilian rule in the wake of Muhammad Zia-ul-Haq's death in plane crash.
1988,Spitak earthquake in Armenia.
1988,"Pan Am Flight 103 is destroyed by a bomb and falls over Lockerbie, Scotland, killing 259 people on-board, leaving no survivors, and 11 in town."
1988,1988 Polish strikes.
1988,"Armed Forces launch a military coup, ending the 8888 uprising."
