event,date,label,image
http://www.wikidata.org/entity/Q255688,1956-12-02 00:00:00+00:00,"solar eclipse of December 2, 1956",
http://www.wikidata.org/entity/Q1923992,1957-01-01 00:00:00+00:00,Milton Torres 1957 UFO Encounter,
http://www.wikidata.org/entity/Q7556185,1957-04-30 00:00:00+00:00,"solar eclipse of April 30, 1957",
http://www.wikidata.org/entity/Q6796281,1957-05-13 00:00:00+00:00,May 1957 lunar eclipse,
http://www.wikidata.org/entity/Q7556620,1957-10-23 00:00:00+00:00,"solar eclipse of October 23, 1957",
http://www.wikidata.org/entity/Q48977438,1958-01-01 00:00:00+00:00,1958 Virginia state highway renumbering,
http://www.wikidata.org/entity/Q7556171,1958-04-19 00:00:00+00:00,"solar eclipse of April 19, 1958",
http://www.wikidata.org/entity/Q7556604,1958-10-12 00:00:00+00:00,"solar eclipse of October 12, 1958",
http://www.wikidata.org/entity/Q7076882,1958-10-27 00:00:00+00:00,October 1958 lunar eclipse,
http://www.wikidata.org/entity/Q6756722,1959-03-24 00:00:00+00:00,March 1959 lunar eclipse,
http://www.wikidata.org/entity/Q7556196,1959-04-08 00:00:00+00:00,"solar eclipse of April 8, 1959",
http://www.wikidata.org/entity/Q7452106,1959-09-17 00:00:00+00:00,September 1959 lunar eclipse,
http://www.wikidata.org/entity/Q7556612,1959-10-02 00:00:00+00:00,"solar eclipse of October 2, 1959",
http://www.wikidata.org/entity/Q16000717,1960-03-13 00:00:00+00:00,March 1960 lunar eclipse,
http://www.wikidata.org/entity/Q7556484,1960-03-27 00:00:00+00:00,"solar eclipse of March 27, 1960",
http://www.wikidata.org/entity/Q7452107,1960-09-05 00:00:00+00:00,September 1960 lunar eclipse,
http://www.wikidata.org/entity/Q7556658,1960-09-20 00:00:00+00:00,"solar eclipse of September 20, 1960",
http://www.wikidata.org/entity/Q9675849,1961-01-01 00:00:00+00:00,Campanha da Legalidade,
http://www.wikidata.org/entity/Q3577541,1961-02-15 00:00:00+00:00,"solar eclipse of February 15, 1961",
http://www.wikidata.org/entity/Q3577541,1961-02-15 00:00:00+00:00,"solar eclipse of February 15, 1961",
http://www.wikidata.org/entity/Q6756727,1961-03-02 00:00:00+00:00,March 1961 lunar eclipse,
http://www.wikidata.org/entity/Q7556210,1961-08-11 00:00:00+00:00,"solar eclipse of August 11, 1961",
http://www.wikidata.org/entity/Q4820527,1961-08-26 00:00:00+00:00,August 1961 lunar eclipse,
http://www.wikidata.org/entity/Q29097777,1962-01-01 00:00:00+00:00,1962 Ohio state highway renumbering,
http://www.wikidata.org/entity/Q7556337,1962-02-05 00:00:00+00:00,"solar eclipse of February 5, 1962",
http://www.wikidata.org/entity/Q5439757,1962-02-19 00:00:00+00:00,February 1962 lunar eclipse,
http://www.wikidata.org/entity/Q6310479,1962-07-17 00:00:00+00:00,July 1962 lunar eclipse,
http://www.wikidata.org/entity/Q7556409,1962-07-31 00:00:00+00:00,"solar eclipse of July 31, 1962",
http://www.wikidata.org/entity/Q4820525,1962-08-15 00:00:00+00:00,August 1962 lunar eclipse,
http://www.wikidata.org/entity/Q3566941,1962-09-12 00:00:00+00:00,We choose to go to the Moon,
http://www.wikidata.org/entity/Q6155708,1963-01-09 00:00:00+00:00,January 1963 lunar eclipse,
http://www.wikidata.org/entity/Q7556360,1963-01-25 00:00:00+00:00,"solar eclipse of January 25, 1963",
http://www.wikidata.org/entity/Q443,1963-06-26 00:00:00+00:00,Ich bin ein Berliner,
http://www.wikidata.org/entity/Q6310484,1963-07-06 00:00:00+00:00,July 1963 lunar eclipse,
http://www.wikidata.org/entity/Q7556391,1963-07-20 00:00:00+00:00,"solar eclipse of July 20, 1963",
http://www.wikidata.org/entity/Q192341,1963-08-28 00:00:00+00:00,I Have a Dream,
http://www.wikidata.org/entity/Q19096422,1963-11-27 00:00:00+00:00,Let Us Continue,
http://www.wikidata.org/entity/Q5248940,1963-12-30 00:00:00+00:00,December 1963 lunar eclipse,
http://www.wikidata.org/entity/Q15711702,1964-01-01 00:00:00+00:00,I Am Prepared to Die,
http://www.wikidata.org/entity/Q806122,1964-01-01 00:00:00+00:00,1964 state highway renumbering,
http://www.wikidata.org/entity/Q3151731,1964-01-01 00:00:00+00:00,Dirty War,
http://www.wikidata.org/entity/Q7556347,1964-01-14 00:00:00+00:00,"solar eclipse of January 14, 1964",
http://www.wikidata.org/entity/Q7556422,1964-06-10 00:00:00+00:00,"solar eclipse of June 10, 1964",
http://www.wikidata.org/entity/Q16000727,1964-06-25 00:00:00+00:00,June 1964 lunar eclipse,
http://www.wikidata.org/entity/Q7556420,1964-07-09 00:00:00+00:00,"solar eclipse of July 9, 1964",
http://www.wikidata.org/entity/Q1136320,1964-07-15 00:00:00+00:00,Costa v ENEL,
http://www.wikidata.org/entity/Q300593,1964-10-27 00:00:00+00:00,A Time for Choosing,
http://www.wikidata.org/entity/Q7556290,1964-12-04 00:00:00+00:00,"solar eclipse of December 4, 1964",
http://www.wikidata.org/entity/Q5248944,1964-12-19 00:00:00+00:00,December 1964 lunar eclipse,
http://www.wikidata.org/entity/Q5917911,1965-03-25 00:00:00+00:00,"How Long, Not Long",
http://www.wikidata.org/entity/Q7556543,1965-05-30 00:00:00+00:00,"solar eclipse of May 30, 1965",
http://www.wikidata.org/entity/Q6312012,1965-06-14 00:00:00+00:00,June 1965 lunar eclipse,
http://www.wikidata.org/entity/Q782474,1965-11-01 00:00:00+00:00,Chadian Civil War of 1965–1979,
http://www.wikidata.org/entity/Q7556585,1965-11-23 00:00:00+00:00,"solar eclipse of November 23, 1965",
http://www.wikidata.org/entity/Q5248945,1965-12-08 00:00:00+00:00,December 1965 lunar eclipse,
http://www.wikidata.org/entity/Q16000731,1966-05-04 00:00:00+00:00,May 1966 lunar eclipse,
http://www.wikidata.org/entity/Q7556535,1966-05-20 00:00:00+00:00,"solar eclipse of May 20, 1966",
http://www.wikidata.org/entity/Q7076887,1966-10-29 00:00:00+00:00,October 1966 lunar eclipse,
http://www.wikidata.org/entity/Q7556564,1966-11-12 00:00:00+00:00,"solar eclipse of November 12, 1966",
http://www.wikidata.org/entity/Q25041243,1967-01-01 00:00:00+00:00,New Documents,
http://www.wikidata.org/entity/Q3054413,1967-01-01 00:00:00+00:00,Down to the Countryside Movement,
http://www.wikidata.org/entity/Q10858274,1967-05-09 00:00:00+00:00,"solar eclipse of May 9, 1967",
http://www.wikidata.org/entity/Q1345835,1967-06-12 00:00:00+00:00,Loving v. Virginia,
http://www.wikidata.org/entity/Q7076889,1967-10-18 00:00:00+00:00,October 1967 lunar eclipse,
http://www.wikidata.org/entity/Q7556573,1967-11-02 00:00:00+00:00,"solar eclipse of November 2, 1967",
http://www.wikidata.org/entity/Q5545837,1968-01-01 00:00:00+00:00,"George Wallace presidential campaign, 1968",
http://www.wikidata.org/entity/Q30947883,1968-01-01 00:00:00+00:00,Opening of the South-North route,
http://www.wikidata.org/entity/Q10858235,1968-03-28 00:00:00+00:00,"solar eclipse of March 28, 1968",
http://www.wikidata.org/entity/Q5967210,1968-04-03 00:00:00+00:00,I've Been to the Mountaintop,
http://www.wikidata.org/entity/Q7344187,1968-04-04 00:00:00+00:00,"Robert F. Kennedy's speech on the assassination of Martin Luther King, Jr.",
http://www.wikidata.org/entity/Q7091419,1968-04-05 00:00:00+00:00,On the Mindless Menace of Violence,
http://www.wikidata.org/entity/Q3030207,1968-04-20 00:00:00+00:00,Rivers of Blood speech,
http://www.wikidata.org/entity/Q16208596,1968-08-21 00:00:00+00:00,Ceaușescu's speech of 21 August 1968,
http://www.wikidata.org/entity/Q7076892,1968-10-06 00:00:00+00:00,October 1968 lunar eclipse,
http://www.wikidata.org/entity/Q16973448,1969-01-01 00:00:00+00:00,1969 Iowa highway renumbering,
http://www.wikidata.org/entity/Q7556476,1969-03-18 00:00:00+00:00,"solar eclipse of March 18, 1969",
http://www.wikidata.org/entity/Q4820529,1969-08-27 00:00:00+00:00,August 1969 lunar eclipse,
http://www.wikidata.org/entity/Q7556647,1969-09-11 00:00:00+00:00,"solar eclipse of September 11, 1969",
http://www.wikidata.org/entity/Q7452111,1969-09-25 00:00:00+00:00,September 1969 lunar eclipse,
http://www.wikidata.org/entity/Q4850939,1970-01-01 00:00:00+00:00,Years of Lead,
http://www.wikidata.org/entity/Q829875,1970-01-15 00:00:00+00:00,Nigerian Civil War,
http://www.wikidata.org/entity/Q5439762,1970-02-21 00:00:00+00:00,February 1970 lunar eclipse,
http://www.wikidata.org/entity/Q7556508,1970-03-07 00:00:00+00:00,"solar eclipse of March 7, 1970",
http://www.wikidata.org/entity/Q4820530,1970-08-17 00:00:00+00:00,August 1970 lunar eclipse,
http://www.wikidata.org/entity/Q7556253,1970-08-31 00:00:00+00:00,"solar eclipse of August 31, 1970",
http://www.wikidata.org/entity/Q5439765,1971-02-10 00:00:00+00:00,February 1971 lunar eclipse,
http://www.wikidata.org/entity/Q10858221,1971-02-25 00:00:00+00:00,"solar eclipse of February 25, 1971",
http://www.wikidata.org/entity/Q10974750,1971-03-07 00:00:00+00:00,7th March Speech of Bangabandhu,
http://www.wikidata.org/entity/Q4681388,1971-07-10 00:00:00+00:00,Address to the Women of America,
http://www.wikidata.org/entity/Q7556395,1971-07-22 00:00:00+00:00,"solar eclipse of July 22, 1971",
http://www.wikidata.org/entity/Q4820533,1971-08-06 00:00:00+00:00,August 1971 lunar eclipse,
http://www.wikidata.org/entity/Q10858195,1971-08-20 00:00:00+00:00,"solar eclipse of August 20, 1971",
http://www.wikidata.org/entity/Q4849241,1971-10-15 00:00:00+00:00,Baker v. Nelson,
http://www.wikidata.org/entity/Q5542316,1972-01-01 00:00:00+00:00,"George McGovern presidential campaign, 1972",
http://www.wikidata.org/entity/Q6155713,1972-01-30 00:00:00+00:00,January 1972 lunar eclipse,
http://www.wikidata.org/entity/Q7556379,1972-07-10 00:00:00+00:00,"solar eclipse of July 10, 1972",
http://www.wikidata.org/entity/Q16000749,1972-07-26 00:00:00+00:00,July 1972 lunar eclipse,
http://www.wikidata.org/entity/Q17050340,1973-01-01 00:00:00+00:00,1973 enlargement of the European Communities,
http://www.wikidata.org/entity/Q2824370,1973-01-01 00:00:00+00:00,accession of the United Kingdom to the European Communities,
http://www.wikidata.org/entity/Q2824370,1973-01-01 00:00:00+00:00,accession of the United Kingdom to the European Communities,
http://www.wikidata.org/entity/Q10858252,1973-01-04 00:00:00+00:00,"solar eclipse of January 4, 1973",
http://www.wikidata.org/entity/Q6155717,1973-01-18 00:00:00+00:00,January 1973 lunar eclipse,
http://www.wikidata.org/entity/Q6312022,1973-06-15 00:00:00+00:00,June 1973 lunar eclipse,
http://www.wikidata.org/entity/Q1107678,1973-06-30 00:00:00+00:00,"solar eclipse of June 30, 1973",
http://www.wikidata.org/entity/Q6310494,1973-07-15 00:00:00+00:00,July 1973 lunar eclipse,
http://www.wikidata.org/entity/Q5248950,1973-12-10 00:00:00+00:00,December 1973 lunar eclipse,
http://www.wikidata.org/entity/Q7556284,1973-12-24 00:00:00+00:00,"solar eclipse of December 24, 1973",
http://www.wikidata.org/entity/Q112872147,1974-01-01 00:00:00+00:00,death and state tangi of Norman Kirk,
http://www.wikidata.org/entity/Q6312024,1974-06-04 00:00:00+00:00,June 1974 lunar eclipse,
http://www.wikidata.org/entity/Q7556437,1974-06-20 00:00:00+00:00,"solar eclipse of June 20, 1974",
http://www.wikidata.org/entity/Q16932404,1974-08-08 00:00:00+00:00,Richard Nixon's resignation speech,
http://www.wikidata.org/entity/Q257724,1974-09-12 00:00:00+00:00,Ethiopian Civil War,
http://www.wikidata.org/entity/Q2139988,1974-10-13 00:00:00+00:00,Eritrean Civil Wars,
http://www.wikidata.org/entity/Q16000755,1974-11-29 00:00:00+00:00,November 1974 lunar eclipse,
http://www.wikidata.org/entity/Q7556265,1974-12-13 00:00:00+00:00,"solar eclipse of December 13, 1974",
http://www.wikidata.org/entity/Q5600047,1975-01-01 00:00:00+00:00,Great Storm of 1975,
http://www.wikidata.org/entity/Q7556512,1975-05-11 00:00:00+00:00,"solar eclipse of May 11, 1975",
http://www.wikidata.org/entity/Q7556589,1975-11-03 00:00:00+00:00,"solar eclipse of November 3, 1975",
http://www.wikidata.org/entity/Q12055176,1975-11-11 00:00:00+00:00,Angolan Civil War,
http://www.wikidata.org/entity/Q17090338,1976-01-01 00:00:00+00:00,"Milton Shapp presidential campaign, 1976",
http://www.wikidata.org/entity/Q7556181,1976-04-29 00:00:00+00:00,"solar eclipse of April 29, 1976",
http://www.wikidata.org/entity/Q7556622,1976-10-23 00:00:00+00:00,"solar eclipse of October 23, 1976",
http://www.wikidata.org/entity/Q24975636,1976-12-21 00:00:00+00:00,Women Artists: 1550-1950,
http://www.wikidata.org/entity/Q10885051,1977-02-18 00:00:00+00:00,Xinjiang 61st Regiment Farm fire,
http://www.wikidata.org/entity/Q16000757,1977-04-04 00:00:00+00:00,April 1977 lunar eclipse,
http://www.wikidata.org/entity/Q7556167,1977-04-18 00:00:00+00:00,"solar eclipse of April 18, 1977",
http://www.wikidata.org/entity/Q7452119,1977-09-27 00:00:00+00:00,September 1977 lunar eclipse,
http://www.wikidata.org/entity/Q7556606,1977-10-12 00:00:00+00:00,"solar eclipse of October 12, 1977",
http://www.wikidata.org/entity/Q24975636,1977-11-27 00:00:00+00:00,Women Artists: 1550-1950,
http://www.wikidata.org/entity/Q6756738,1978-03-24 00:00:00+00:00,March 1978 lunar eclipse,
http://www.wikidata.org/entity/Q7556187,1978-04-07 00:00:00+00:00,"solar eclipse of April 7, 1978",
http://www.wikidata.org/entity/Q16000758,1978-09-16 00:00:00+00:00,September 1978 lunar eclipse,
http://www.wikidata.org/entity/Q7556609,1978-10-02 00:00:00+00:00,"solar eclipse of October 2, 1978",
http://www.wikidata.org/entity/Q22948406,1979-02-11 00:00:00+00:00,Iran–Saudi Arabia proxy conflict,
http://www.wikidata.org/entity/Q1048414,1979-02-20 00:00:00+00:00,Rewe-Zentral AG v Bundesmonopolverwaltung für Branntwein,
http://www.wikidata.org/entity/Q7556318,1979-02-26 00:00:00+00:00,"solar eclipse of February 26, 1979",
http://www.wikidata.org/entity/Q6756740,1979-03-13 00:00:00+00:00,March 1979 lunar eclipse,
http://www.wikidata.org/entity/Q30948032,1979-05-29 00:00:00+00:00,Restoration of Taiwan strait shipping,
http://www.wikidata.org/entity/Q7556235,1979-08-22 00:00:00+00:00,"solar eclipse of August 22, 1979",
http://www.wikidata.org/entity/Q7452122,1979-09-06 00:00:00+00:00,September 1979 lunar eclipse,
http://www.wikidata.org/entity/Q2444955,1979-12-12 00:00:00+00:00,Rhodesian Bush War,
http://www.wikidata.org/entity/Q7365209,1980-01-01 00:00:00+00:00,"Ronald Reagan presidential campaign, 1980",
http://www.wikidata.org/entity/Q108809868,1980-01-01 00:00:00+00:00,Sanctuary movement,
http://www.wikidata.org/entity/Q7556304,1980-02-16 00:00:00+00:00,"solar eclipse of February 16, 1980",
http://www.wikidata.org/entity/Q6756739,1980-03-01 00:00:00+00:00,March 1980 lunar eclipse,
http://www.wikidata.org/entity/Q6310501,1980-07-27 00:00:00+00:00,July 1980 lunar eclipse,
http://www.wikidata.org/entity/Q7300728,1980-08-03 00:00:00+00:00,"Reagan's Neshoba County Fair ""states' rights"" speech",
http://www.wikidata.org/entity/Q7556208,1980-08-10 00:00:00+00:00,"solar eclipse of August 10, 1980",
http://www.wikidata.org/entity/Q4820538,1980-08-26 00:00:00+00:00,August 1980 lunar eclipse,
http://www.wikidata.org/entity/Q3119017,1980-10-06 00:00:00+00:00,Ugandan Bush War,
http://www.wikidata.org/entity/Q7777041,1980-10-10 00:00:00+00:00,The lady's not for turning,
http://www.wikidata.org/entity/Q2824360,1981-01-01 00:00:00+00:00,1981 enlargement of the European Communities,
http://www.wikidata.org/entity/Q6155721,1981-01-20 00:00:00+00:00,January 1981 lunar eclipse,
http://www.wikidata.org/entity/Q7556333,1981-02-04 00:00:00+00:00,"solar eclipse of February 4, 1981",
http://www.wikidata.org/entity/Q6310503,1981-07-17 00:00:00+00:00,July 1981 lunar eclipse,
http://www.wikidata.org/entity/Q16000771,1982-01-09 00:00:00+00:00,January 1982 lunar eclipse,
http://www.wikidata.org/entity/Q7556439,1982-06-21 00:00:00+00:00,"solar eclipse of June 21, 1982",
http://www.wikidata.org/entity/Q6310505,1982-07-06 00:00:00+00:00,July 1982 lunar eclipse,
http://www.wikidata.org/entity/Q7556389,1982-07-20 00:00:00+00:00,"solar eclipse of July 20, 1982",
http://www.wikidata.org/entity/Q7556271,1982-12-15 00:00:00+00:00,"solar eclipse of December 15, 1982",
http://www.wikidata.org/entity/Q5248953,1982-12-30 00:00:00+00:00,December 1982 lunar eclipse,
http://www.wikidata.org/entity/Q7556425,1983-06-11 00:00:00+00:00,"solar eclipse of June 11, 1983",
http://www.wikidata.org/entity/Q16000776,1983-06-25 00:00:00+00:00,June 1983 lunar eclipse,
http://www.wikidata.org/entity/Q213394,1983-07-23 00:00:00+00:00,Sri Lankan civil war,
http://www.wikidata.org/entity/Q7556297,1983-12-04 00:00:00+00:00,"solar eclipse of December 4, 1983",
http://www.wikidata.org/entity/Q5248955,1983-12-20 00:00:00+00:00,December 1983 lunar eclipse,
http://www.wikidata.org/entity/Q3390907,1984-01-01 00:00:00+00:00,1984 Soviet Union tornado outbreak,
http://www.wikidata.org/entity/Q6186464,1984-01-01 00:00:00+00:00,"Jesse Jackson presidential campaign, 1984",
http://www.wikidata.org/entity/Q618333,1984-05-30 00:00:00+00:00,"solar eclipse of May 30, 1984",
http://www.wikidata.org/entity/Q6312033,1984-06-13 00:00:00+00:00,June 1984 lunar eclipse,
http://www.wikidata.org/entity/Q7556583,1984-11-22 00:00:00+00:00,"solar eclipse of November 22, 1984",
http://www.wikidata.org/entity/Q8187715,1985-01-01 00:00:00+00:00,accession of Spain to the European Economic Community,
http://www.wikidata.org/entity/Q24191955,1985-01-01 00:00:00+00:00,withdrawal of Greenland from the European Communities,
http://www.wikidata.org/entity/Q7556531,1985-05-19 00:00:00+00:00,"solar eclipse of May 19, 1985",
http://www.wikidata.org/entity/Q3591470,1985-05-31 00:00:00+00:00,1985 United States – Canadian tornado outbreak,
http://www.wikidata.org/entity/Q7076899,1985-10-28 00:00:00+00:00,October 1985 lunar eclipse,
http://www.wikidata.org/entity/Q7556567,1985-11-12 00:00:00+00:00,"solar eclipse of November 12, 1985",
http://www.wikidata.org/entity/Q18109198,1986-01-01 00:00:00+00:00,1986 enlargement of the European Communities,
http://www.wikidata.org/entity/Q4873872,1986-01-01 00:00:00+00:00,Baxter v. United States,
http://www.wikidata.org/entity/Q1276892,1986-01-24 00:00:00+00:00,South Yemen civil war,
http://www.wikidata.org/entity/Q7556205,1986-04-09 00:00:00+00:00,"solar eclipse of April 9, 1986",
http://www.wikidata.org/entity/Q7556637,1986-10-03 00:00:00+00:00,"solar eclipse of October 3, 1986",
http://www.wikidata.org/entity/Q7076901,1986-10-17 00:00:00+00:00,October 1986 lunar eclipse,
http://www.wikidata.org/entity/Q1915188,1986-11-01 00:00:00+00:00,Suriname Guerrilla War,
http://www.wikidata.org/entity/Q1994106,1987-06-12 00:00:00+00:00,Tear down this wall!,
http://www.wikidata.org/entity/Q3305247,1987-07-31 00:00:00+00:00,Edmonton tornado,
http://www.wikidata.org/entity/Q7076902,1987-10-07 00:00:00+00:00,October 1987 lunar eclipse,
http://www.wikidata.org/entity/Q42916521,1988-01-01 00:00:00+00:00,"Michael Dukakis presidential campaign, 1988",
http://www.wikidata.org/entity/Q6186466,1988-01-01 00:00:00+00:00,"Jesse Jackson presidential campaign, 1988",
http://www.wikidata.org/entity/Q7364244,1988-01-01 00:00:00+00:00,"Ron Paul presidential campaign, 1988",
http://www.wikidata.org/entity/Q6756744,1988-03-03 00:00:00+00:00,March 1988 lunar eclipse,
http://www.wikidata.org/entity/Q8214891,1988-03-18 00:00:00+00:00,"solar eclipse of March 18, 1988",
http://www.wikidata.org/entity/Q4820540,1988-08-27 00:00:00+00:00,August 1988 lunar eclipse,
http://www.wikidata.org/entity/Q8214980,1988-09-11 00:00:00+00:00,"solar eclipse of September 11, 1988",
http://www.wikidata.org/entity/Q10360270,1988-12-01 00:00:00+00:00,Bougainville conflict,
http://www.wikidata.org/entity/Q19044755,1989-02-09 00:00:00+00:00,George Herbert Walker Bush's First State of the Union Address,
http://www.wikidata.org/entity/Q5439771,1989-02-20 00:00:00+00:00,February 1989 lunar eclipse,
http://www.wikidata.org/entity/Q7556510,1989-03-07 00:00:00+00:00,"solar eclipse of March 7, 1989",
http://www.wikidata.org/entity/Q28713898,1989-06-06 00:00:00+00:00,Death and state funeral of Ruhollah Khomeini,
http://www.wikidata.org/entity/Q10844030,1989-06-09 00:00:00+00:00,June 9 Deng Speech,
http://www.wikidata.org/entity/Q477956,1989-06-28 00:00:00+00:00,Gazimestan speech,
http://www.wikidata.org/entity/Q4820541,1989-08-17 00:00:00+00:00,August 1989 lunar eclipse,
http://www.wikidata.org/entity/Q7556259,1989-08-31 00:00:00+00:00,"solar eclipse of August 31, 1989",
http://www.wikidata.org/entity/Q16208585,1989-12-21 00:00:00+00:00,Ceaușescu's final speech,
http://www.wikidata.org/entity/Q1477500,1989-12-24 00:00:00+00:00,First Liberian Civil War,
http://www.wikidata.org/entity/Q7238911,1990-01-01 00:00:00+00:00,Prawn Cocktail Offensive,
http://www.wikidata.org/entity/Q5439772,1990-02-09 00:00:00+00:00,February 1990 lunar eclipse,
http://www.wikidata.org/entity/Q18409574,1990-07-02 00:00:00+00:00,1990 Mecca tunnel tragedy,
http://www.wikidata.org/entity/Q4820543,1990-08-06 00:00:00+00:00,August 1990 lunar eclipse,
http://www.wikidata.org/entity/Q426722,1990-10-01 00:00:00+00:00,Rwandan Civil War,
http://www.wikidata.org/entity/Q56150927,1991-01-01 00:00:00+00:00,Childless Hundred Days,
http://www.wikidata.org/entity/Q1146483,1991-01-15 00:00:00+00:00,"solar eclipse of January 15, 1991",
http://www.wikidata.org/entity/Q6155725,1991-01-30 00:00:00+00:00,January 1991 lunar eclipse,
http://www.wikidata.org/entity/Q6312037,1991-06-27 00:00:00+00:00,June 1991 lunar eclipse,
http://www.wikidata.org/entity/Q1513462,1991-07-11 00:00:00+00:00,"solar eclipse of July 11, 1991",
http://www.wikidata.org/entity/Q6310507,1991-07-26 00:00:00+00:00,July 1991 lunar eclipse,
http://www.wikidata.org/entity/Q5096252,1991-08-01 00:00:00+00:00,Chicken Kiev speech,
http://www.wikidata.org/entity/Q5248956,1991-12-21 00:00:00+00:00,December 1991 lunar eclipse,
http://www.wikidata.org/entity/Q1070890,1991-12-22 00:00:00+00:00,Georgian Civil War of 1991-1993,
http://www.wikidata.org/entity/Q4818627,1992-01-01 00:00:00+00:00,Attorney General of Botswana v Unity Dow,
http://www.wikidata.org/entity/Q7369575,1992-01-01 00:00:00+00:00,"Ross Perot presidential campaign, 1992",
http://www.wikidata.org/entity/Q60820213,1992-01-06 00:00:00+00:00,1991-92 Georgian coup d'état,
http://www.wikidata.org/entity/Q142529,1992-01-11 00:00:00+00:00,Algerian Civil War,
http://www.wikidata.org/entity/Q1783607,1992-01-16 00:00:00+00:00,Salvadoran Civil War,
http://www.wikidata.org/entity/Q4587938,1992-01-28 00:00:00+00:00,1992 State of the Union Address,
http://www.wikidata.org/entity/Q6312038,1992-06-15 00:00:00+00:00,June 1992 lunar eclipse,
http://www.wikidata.org/entity/Q1409455,1992-06-30 00:00:00+00:00,"solar eclipse of June 30, 1992",
http://www.wikidata.org/entity/Q657661,1992-10-04 00:00:00+00:00,Mozambican Civil War,
http://www.wikidata.org/entity/Q5248957,1992-12-09 00:00:00+00:00,December 1992 lunar eclipse,
http://www.wikidata.org/entity/Q3030178,1992-12-10 00:00:00+00:00,Redfern Park speech,
http://www.wikidata.org/entity/Q1146497,1992-12-24 00:00:00+00:00,"solar eclipse of December 24, 1992",
http://www.wikidata.org/entity/Q1584094,1993-05-21 00:00:00+00:00,"solar eclipse of May 21, 1993",
http://www.wikidata.org/entity/Q6312041,1993-06-04 00:00:00+00:00,June 1993 lunar eclipse,
http://www.wikidata.org/entity/Q647239,1993-10-21 00:00:00+00:00,Burundi Civil War,
http://www.wikidata.org/entity/Q1146462,1993-11-13 00:00:00+00:00,"solar eclipse of November 13, 1993",
http://www.wikidata.org/entity/Q5247273,1994-04-27 00:00:00+00:00,death and funeral of Richard Nixon,
http://www.wikidata.org/entity/Q1490443,1994-05-10 00:00:00+00:00,"solar eclipse of May 10, 1994",
http://www.wikidata.org/entity/Q1584078,1994-11-03 00:00:00+00:00,"solar eclipse of November 3, 1994",
http://www.wikidata.org/entity/Q16000809,1994-11-18 00:00:00+00:00,November 1994 lunar eclipse,
http://www.wikidata.org/entity/Q4590816,1995-01-01 00:00:00+00:00,1995 enlargement of the European Union,
http://www.wikidata.org/entity/Q7076904,1995-10-08 00:00:00+00:00,October 1995 lunar eclipse,
http://www.wikidata.org/entity/Q1640337,1995-10-24 00:00:00+00:00,"solar eclipse of October 24, 1995",
http://www.wikidata.org/entity/Q19879225,1996-01-01 00:00:00+00:00,"Ralph Nader presidential campaign, 1996",
http://www.wikidata.org/entity/Q1146469,1996-04-17 00:00:00+00:00,"solar eclipse of April 17, 1996",
http://www.wikidata.org/entity/Q7452128,1996-09-27 00:00:00+00:00,September 1996 lunar eclipse,
http://www.wikidata.org/entity/Q1584153,1996-10-12 00:00:00+00:00,"solar eclipse of October 12, 1996",
http://www.wikidata.org/entity/Q4592901,1997-01-01 00:00:00+00:00,1997 Western Plains winter storms,
http://www.wikidata.org/entity/Q1859834,1997-03-09 00:00:00+00:00,"solar eclipse of March 9, 1997",
http://www.wikidata.org/entity/Q1859834,1997-03-09 00:00:00+00:00,"solar eclipse of March 9, 1997",
http://www.wikidata.org/entity/Q6756748,1997-03-24 00:00:00+00:00,March 1997 lunar eclipse,
http://www.wikidata.org/entity/Q166283,1997-05-27 00:00:00+00:00,1997 Central Texas tornado outbreak,
http://www.wikidata.org/entity/Q1122110,1997-06-27 00:00:00+00:00,Tajikistani Civil War,
http://www.wikidata.org/entity/Q1146422,1997-09-02 00:00:00+00:00,"solar eclipse of September 2, 1997",
http://www.wikidata.org/entity/Q2918374,1997-09-06 00:00:00+00:00,"funeral of Diana, Princess of Wales",
http://www.wikidata.org/entity/Q7452129,1997-09-16 00:00:00+00:00,September 1997 lunar eclipse,
http://www.wikidata.org/entity/Q1154912,1997-11-24 00:00:00+00:00,Iraqi Kurdish Civil War,
http://www.wikidata.org/entity/Q6495157,1998-01-01 00:00:00+00:00,Late-May 1998 tornado outbreak and derecho,
http://www.wikidata.org/entity/Q1859295,1998-02-26 00:00:00+00:00,"solar eclipse of February 26, 1998",
http://www.wikidata.org/entity/Q1859295,1998-02-26 00:00:00+00:00,"solar eclipse of February 26, 1998",
http://www.wikidata.org/entity/Q6756749,1998-03-13 00:00:00+00:00,March 1998 lunar eclipse,
http://www.wikidata.org/entity/Q1781457,1998-06-07 00:00:00+00:00,Bissau-Guinean Civil War,
http://www.wikidata.org/entity/Q4820544,1998-08-08 00:00:00+00:00,August 1998 lunar eclipse,
http://www.wikidata.org/entity/Q1472163,1998-08-22 00:00:00+00:00,"solar eclipse of August 22, 1998",
http://www.wikidata.org/entity/Q7452130,1998-09-06 00:00:00+00:00,September 1998 lunar eclipse,
http://www.wikidata.org/entity/Q17107709,1998-09-07 00:00:00+00:00,New York State Labor Day derechos,
http://www.wikidata.org/entity/Q6155729,1999-01-31 00:00:00+00:00,January 1999 lunar eclipse,
http://www.wikidata.org/entity/Q1584023,1999-02-16 00:00:00+00:00,"solar eclipse of February 16, 1999",
http://www.wikidata.org/entity/Q1960733,1999-04-21 00:00:00+00:00,Second Liberian Civil War,
